ID,rc,Meaning
Hungarian-15435-Diener-6,^(i|ɯ|ɛ) (n|ŋ) (a) (v|t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Diener
Hungarian-15436-Waffentrager-2,^(i|ɯ|ɛ) (n|ŋ) (a) (v|t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Waffenträger
Hungarian-15437-heranwachsenderJunge-1,^(i|ɯ|ɛ) (n|ŋ) (a) (v|t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,heranwachsender Junge
Hungarian-15438-Knappe-1,^(i|ɯ|ɛ) (n|ŋ) (a) (v|t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Knappe
Hungarian-15439-Bedienter-1,^(i|ɯ|ɛ) (n|ŋ) (a) (v|t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Bedienter
Hungarian-15440-LeimLeimknechtTischlerwerkzeug-1,^(i|ɯ|ɛ) (n|ŋ) (a) (v|t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Leim Leimknecht Tischlerwerkzeug
Hungarian-15441-StutzstangederHeuschleppe-1,^(i|ɯ|ɛ) (n|ŋ) (a) (v|t͡ʃ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Stützstange der Heuschleppe
Hungarian-15442-schwach-6,wrong year,schwach
Hungarian-15443-unnutz-7,wrong year,unnütz
Hungarian-15444-schabig-3,wrong year,schäbig
Hungarian-15445-klitzeklein-1,wrong year,klitzeklein
Hungarian-15446-zimperlich-1,wrong year,zimperlich
Hungarian-15447-ubelnehmerisch-1,wrong year,übelnehmerisch
Hungarian-15448-gierigwunschen-4,^(i|ɯ) (n.t͡ʃ) (ɛ|i) (l.k) (ɛ|i) (d|y) (i|ɯ) ?(k)? ?(ɛ r)?$,gierig wünschen
Hungarian-15449-necken-6,^(i|ɯ) (n.t͡ʃ) (ɛ|i) (l.k) (ɛ|i) (d|y) (i|ɯ) ?(k)? ?(ɛ r)?$,necken
Hungarian-15450-reizen-3,^(i|ɯ) (n.t͡ʃ) (ɛ|i) (l.k) (ɛ|i) (d|y) (i|ɯ) ?(k)? ?(ɛ r)?$,reizen
Hungarian-15451-schakern-6,^(i|ɯ) (n.t͡ʃ) (ɛ|i) (l.k) (ɛ|i) (d|y) (i|ɯ) ?(k)? ?(ɛ r)?$,schäkern
Hungarian-15452-betrugerisch-4,^(i|ɯ) (n.t͡ʃ) (ɛ|i) (l.k) (ɛ|i) (d|y) (i|ɯ) ?(k)? ?(ɛ r)?$,betrügerisch
Hungarian-15453-streben-3,^(i|ɯ) (n.t͡ʃ) (ɛ|i) (l.k) (ɛ|i) (d|y) (i|ɯ) ?(k)? ?(ɛ r)?$,streben
Hungarian-15454-trachten-2,^(i|ɯ) (n.t͡ʃ) (ɛ|i) (l.k) (ɛ|i) (d|y) (i|ɯ) ?(k)? ?(ɛ r)?$,trachten
Hungarian-15455-lauern-1,^(i|ɯ) (n.t͡ʃ) (ɛ|i) (l.k) (ɛ|i) (d|y) (i|ɯ) ?(k)? ?(ɛ r)?$,lauern
Hungarian-15456-Hinterhaltlegen-1,^(i|ɯ) (n.t͡ʃ) (ɛ|i) (l.k) (ɛ|i) (d|y) (i|ɯ) ?(k)? ?(ɛ r)?$,Hinterhalt legen
Hungarian-15457-Truthahn-2,n.d# not old,Truthahn
Hungarian-15458-Inder-2,n.d# not old,Inder
Hungarian-15459-indisch-2,n.d# not old,indisch
Hungarian-15460-Indianer-1,n.d# not old,Indianer
Hungarian-15461-indianisch-1,n.d# not old,indianisch
Hungarian-15462-arischindischSprache-1,n.d# not old,arischindisch Sprache
Hungarian-15463-Ranke-4,^(i|ɯ|ɛ) (n.d|l.d) (a) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ)?$,Ranke
Hungarian-15464-Verzeichnis-1,k.s# not old,Verzeichnis
Hungarian-15465-RegistervonStichwortern-1,k.s# not old,Register von Stichwörtern
Hungarian-15466-Namen-1,k.s# not old,Namen
Hungarian-15467-Buchernusw-1,k.s# not old,Büchern usw
Hungarian-15468-Uhrzeiger-1,k.s# not old,Uhrzeiger
Hungarian-15469-Kollegbuch-1,k.s# not old,Kollegbuch
Hungarian-15470-Wertziffer-1,k.s# not old,Wertziffer
Hungarian-15471-Kennzahl-1,k.s# not old,Kennzahl
Hungarian-15472-Fahrtrichtungszeiger-1,k.s# not old,Fahrtrichtungszeiger
Hungarian-15473-Inder-3,wrong year,Inder
Hungarian-15474-indisch-3,wrong year,indisch
Hungarian-15475-Indianer-2,wrong year,Indianer
Hungarian-15476-indianisch-2,wrong year,indianisch
Hungarian-15477-Indigofarbstoff-1,wrong year,Indigofarbstoff
Hungarian-15478-Indigopflanze-1,wrong year,Indigopflanze
Hungarian-15479-Durchschlagpapier-1,wrong year,Durchschlagpapier
Hungarian-15480-Kohlepapier-1,wrong year,Kohlepapier
Hungarian-15481-bewegen-3,^(i|ɯ|ɛ) (n.d|l.d) (iː) ?(t|ɯ)? ?(ɛ r|a n|γ|ɯ|u)?$,bewegen
Hungarian-15482-anregen-2,^(i|ɯ|ɛ) (n.d|l.d) (iː) ?(t|ɯ)? ?(ɛ r|a n|γ|ɯ|u)?$,anregen
Hungarian-15483-verursachen-4,^(i|ɯ|ɛ) (n.d|l.d) (iː) ?(t|ɯ)? ?(ɛ r|a n|γ|ɯ|u)?$,verursachen
Hungarian-15484-antreiben-6,^(i|ɯ|ɛ) (n.d|l.d) (iː) ?(t|ɯ)? ?(ɛ r|a n|γ|ɯ|u)?$,antreiben
Hungarian-15485-inBewegungsetzen-2,^(i|ɯ|ɛ) (n.d|l.d) (iː) ?(t|ɯ)? ?(ɛ r|a n|γ|ɯ|u)?$,in Bewegung setzen
Hungarian-15486-rucken-1,^(i|ɯ|ɛ) (n.d|l.d) (iː) ?(t|ɯ)? ?(ɛ r|a n|γ|ɯ|u)?$,rücken
Hungarian-15487-anreizen-1,^(i|ɯ|ɛ) (n.d|l.d) (iː) ?(t|ɯ)? ?(ɛ r|a n|γ|ɯ|u)?$,anreizen
Hungarian-15488-abgehenlassen-1,^(i|ɯ|ɛ) (n.d|l.d) (iː) ?(t|ɯ)? ?(ɛ r|a n|γ|ɯ|u)?$,abgehen lassen
Hungarian-15489-emporen-1,^(i|ɯ|ɛ) (n.d|l.d) (iː) ?(t|ɯ)? ?(ɛ r|a n|γ|ɯ|u)?$,empören
Hungarian-15490-ruhren-1,^(i|ɯ|ɛ) (n.d|l.d) (iː) ?(t|ɯ)? ?(ɛ r|a n|γ|ɯ|u)?$,rühren
Hungarian-15491-anfangen-1,^(i|ɯ|ɛ) (n.d|l.d) (iː) ?(t|ɯ)? ?(ɛ r|a n|γ|ɯ|u)?$,anfangen
Hungarian-15492-Beweggrund-1,wrong year,Beweggrund
Hungarian-15493-Beweisgrund-1,wrong year,Beweisgrund
Hungarian-15494-Indonesier-1,wrong year,Indonesier
Hungarian-15495-indonesisch-1,wrong year,indonesisch
Hungarian-15496-ehrlos-3,n.f not old,ehrlos
Hungarian-15497-infam-1,n.f not old,infam
Hungarian-15498-Inflation-1,wrong year,Inflation
Hungarian-15499-Grippe-1,wrong year,Grippe
Hungarian-15500-Information-1,"n.f, t͡s, i.oː# not old",Information
Hungarian-15501-Hemd-1,^(i|ɯ|ɛ) (ŋ) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ|n|t|v|j|r ɯ n|a γ|y n)?$,Hemd
Hungarian-15502-Pendel-2,wrong year,Pendel
Hungarian-15503-pendeln-1,wrong year,pendeln
Hungarian-15504-reizen-4,^(i|ɯ|ɛ) (ŋ) (ɛ|i|y|ø) ?(r|v)? ?(ɛ r|a n)?$,reizen
Hungarian-15505-reiz-1,wrong year,reiz
Hungarian-15506-Impuls-1,wrong year,Impuls
Hungarian-15507-Antrieb-1,wrong year,Antrieb
Hungarian-15508-beweglich-2,"oː, oː# not old",beweglich
Hungarian-15509-mobilHabe-1,"oː, oː# not old",mobil Habe
Hungarian-15510-wogend-1,"oː, oː# not old",wogend
Hungarian-15511-sichhinundherbiegend-1,"oː, oː# not old",sich hin und her biegend
Hungarian-15512-Sumpfwiese-1,ɲ# not old,Sumpfwiese
Hungarian-15513-sofort-4,^(i|ɯ|ɛ) (n.j) (ɛ|i|y|ø) ?(n|n.d)? ?(ɛ r|a n)?$,sofort
Hungarian-15514-nur-5,^(i|ɯ|ɛ) (n.j) (ɛ|i|y|ø) ?(n|n.d)? ?(ɛ r|a n)?$,nur
Hungarian-15515-durchausnicht-2,^(i|ɯ|ɛ) (n.j) (ɛ|i|y|ø) ?(n|n.d)? ?(ɛ r|a n)?$,durchaus nicht
Hungarian-15516-frei-2,^(i|ɯ|ɛ) (n.j) (ɛ|i|y|ø) ?(n|n.d)? ?(ɛ r|a n)?$,frei
Hungarian-15517-blo-2,^(i|ɯ|ɛ) (n.j) (ɛ|i|y|ø) ?(n|n.d)? ?(ɛ r|a n)?$,bloß
Hungarian-15518-umsonst-2,^(i|ɯ|ɛ) (n.j) (ɛ|i|y|ø) ?(n|n.d)? ?(ɛ r|a n)?$,umsonst
Hungarian-15519-garnicht-1,^(i|ɯ|ɛ) (n.j) (ɛ|i|y|ø) ?(n|n.d)? ?(ɛ r|a n)?$,gar nicht
Hungarian-15520-unentgeltlich-1,^(i|ɯ|ɛ) (n.j) (ɛ|i|y|ø) ?(n|n.d)? ?(ɛ r|a n)?$,unentgeltlich
Hungarian-15521-ohneUrsache-1,^(i|ɯ|ɛ) (n.j) (ɛ|i|y|ø) ?(n|n.d)? ?(ɛ r|a n)?$,ohne Ursache
Hungarian-15522-kostenlos-1,^(i|ɯ|ɛ) (n.j) (ɛ|i|y|ø) ?(n|n.d)? ?(ɛ r|a n)?$,kostenlos
Hungarian-15523-Einspritzung-1,wrong year,Einspritzung
Hungarian-15524-eher-3,bː# not old,eher
Hungarian-15525-mehr-1,bː# not old,mehr
Hungarian-15526-lieber-1,bː# not old,lieber
Hungarian-15527-sondernvielmehr-1,bː# not old,sondern vielmehr
Hungarian-15528-richtigergesagt-1,bː# not old,richtiger gesagt
Hungarian-15529-meistens-1,bː# not old,meistens
Hungarian-15530-inkognito-1,wrong year,inkognito
Hungarian-15531-Inkognito-1,wrong year,Inkognito
Hungarian-15532-Untersuchung-2,"n.k.v, t͡s, i.oː# not old",Untersuchung
Hungarian-15533-Inquisition-1,"n.k.v, t͡s, i.oː# not old",Inquisition
Hungarian-15534-daraus-3,nː not old,daraus
Hungarian-15535-bisjetzt-2,nː not old,bis jetzt
Hungarian-15536-vonhier-1,nː not old,von hier
Hungarian-15537-ausdieserRichtung-1,nː not old,aus dieser Richtung
Hungarian-15538-hieraus-1,nː not old,hieraus
Hungarian-15539-vondaan-1,nː not old,von da an
Hungarian-15540-diesseits-1,nː not old,diesseits
Hungarian-15541-daraus-4,nː not old,daraus
Hungarian-15542-vonhier-2,nː not old,von hier
Hungarian-15543-ausdieserRichtung-2,nː not old,aus dieser Richtung
Hungarian-15544-hieraus-2,nː not old,hieraus
Hungarian-15545-vondaan-2,nː not old,von da an
Hungarian-15546-diesseits-2,nː not old,diesseits
Hungarian-15547-taumeln-6,^(i|ɯ|ɛ) (n|ŋ) (o|u|a) (ɡ|k) ?(ɛ r|a n)?$,taumeln
Hungarian-15548-schwanken-4,^(i|ɯ|ɛ) (n|ŋ) (o|u|a) (ɡ|k) ?(ɛ r|a n)?$,schwanken
Hungarian-15549-wanken-2,^(i|ɯ|ɛ) (n|ŋ) (o|u|a) (ɡ|k) ?(ɛ r|a n)?$,wanken
Hungarian-15550-beweglich-3,^(i|ɯ|ɛ) (n|ŋ) (o|u|a) (ɡ|k) ?(ɛ r|a n)?$,beweglich
Hungarian-15551-Sumpf-4,^(i|ɯ|ɛ) (n|ŋ) (o|u|a) (ɡ|k) ?(ɛ r|a n)?$,Sumpf
Hungarian-15552-sichbewegen-1,^(i|ɯ|ɛ) (n|ŋ) (o|u|a) (ɡ|k) ?(ɛ r|a n)?$,sich bewegen
Hungarian-15553-insSchwankengeraten-1,^(i|ɯ|ɛ) (n|ŋ) (o|u|a) (ɡ|k) ?(ɛ r|a n)?$,ins Schwanken geraten
Hungarian-15554-erschuttertwerden-1,^(i|ɯ|ɛ) (n|ŋ) (o|u|a) (ɡ|k) ?(ɛ r|a n)?$,erschüttert werden
Hungarian-15555-Mobilien-1,^(i|ɯ|ɛ) (n|ŋ) (o|u|a) (ɡ|k) ?(ɛ r|a n)?$,Mobilien
Hungarian-15556-unbeweglich-1,^(i|ɯ|ɛ) (n|ŋ) (o|u|a) (ɡ|k) ?(ɛ r|a n)?$,unbeweglich
Hungarian-15557-Immobilien-1,^(i|ɯ|ɛ) (n|ŋ) (o|u|a) (ɡ|k) ?(ɛ r|a n)?$,Immobilien
Hungarian-15558-Flechsengalle-1,"#iː, n.p, oː not old",Flechsengalle
Hungarian-15559-Elend-2,"#iː, n.ʃ not old",Elend
Hungarian-15560-Bedrangnis-3,"#iː, n.ʃ not old",Bedrängnis
Hungarian-15561-Knechtschaft-2,"#iː, n.ʃ not old",Knechtschaft
Hungarian-15562-SklaventumGesellschaftsschichtbzwZustand-1,"#iː, n.ʃ not old",Sklaventum Gesellschaftsschicht bzw Zustand
Hungarian-15563-Pein-1,"#iː, n.ʃ not old",Pein
Hungarian-15564-Not-1,"#iː, n.ʃ not old",Not
Hungarian-15565-Inspektor-1,wrong year,Inspektor
Hungarian-15566-anregen-3,wrong year,anregen
Hungarian-15567-begeistern-1,wrong year,begeistern
Hungarian-15568-Eingebung-2,wrong year,Eingebung
Hungarian-15569-Begeisterung-1,wrong year,Begeisterung
Hungarian-15570-Einatmung-1,wrong year,Einatmung
Hungarian-15571-Behorde-5,"n.ʃ.t, n.t͡s, i.ɒ# not old",Behörde
Hungarian-15572-Bittschrift-1,"n.ʃ.t, n.t͡s, i.ɒ# not old",Bittschrift
Hungarian-15573-Bitte-1,"n.ʃ.t, n.t͡s, i.ɒ# not old",Bitte
Hungarian-15574-zustandigeAmtsstelle-1,"n.ʃ.t, n.t͡s, i.ɒ# not old",zuständige Amtsstelle
Hungarian-15575-Ausstattung-2,"n.ʃ.t.r, k.t͡s, i.oː# not old",Ausstattung
Hungarian-15576-Anweisung-1,"n.ʃ.t.r, k.t͡s, i.oː# not old",Anweisung
Hungarian-15577-Unterweisung-1,"n.ʃ.t.r, k.t͡s, i.oː# not old",Unterweisung
Hungarian-15578-verfuhren-2,n.t# not old,verführen
Hungarian-15579-Warnung-2,n.t# not old,Warnung
Hungarian-15580-aneifern-4,n.t# not old,aneifern
Hungarian-15581-warnen-3,n.t# not old,warnen
Hungarian-15582-Hinterhaltlegen-2,n.t# not old,Hinterhalt legen
Hungarian-15583-mahnen-1,n.t# not old,mahnen
Hungarian-15584-winken-1,n.t# not old,winken
Hungarian-15585-einladen-1,n.t# not old,einladen
Hungarian-15586-MahnunginderSchule-1,n.t# not old,Mahnung in der Schule
Hungarian-15587-Lust-4,n.t# not old,Lust
Hungarian-15588-Geschmack-2,n.t# not old,Geschmack
Hungarian-15589-Richtung-1,n.t# not old,Richtung
Hungarian-15590-Einsicht-2,wrong year,Einsicht
Hungarian-15591-Verstandeskraft-1,wrong year,Verstandeskraft
Hungarian-15592-GesamtheitdergeistigSchaffenden-1,wrong year,Gesamtheit der geistig Schaffenden
Hungarian-15593-Inspektor-2,wrong year,Inspektor
Hungarian-15594-Militarintendant-1,wrong year,Militärintendant
Hungarian-15595-LeitereinesTheaters-1,wrong year,Leiter eines Theaters
Hungarian-15596-Zinsen-1,^(i|ɯ|ɛ) (n.t) (ɛ|i|y) (r|r.ɡ|v.r) (ɛ|i) (v|t͡ʃ)$,Zinsen
Hungarian-15597-interview-1,wrong year,interview
Hungarian-15598-Zwischenhandler-1,f not old,Zwischenhändler
Hungarian-15599-international-1,wrong year,international
Hungarian-15600-internieren-1,wrong year,internieren
Hungarian-15601-Internat-1,wrong year,Internat
Hungarian-15602-storen-8,^(i|ɯ|ɛ) (n.t) (ɛ|i|y) (r.p) (ɛ|i|y) (l|lː) (a|ɯ) (l)$,stören
Hungarian-15603-auffordern-2,^(i|ɯ|ɛ) (n.t) (ɛ|i|y) (r.p) (ɛ|i|y) (l|lː) (a|ɯ) (l)$,auffordern
Hungarian-15604-eineInterpellationandieRegierungrichten-1,^(i|ɯ|ɛ) (n.t) (ɛ|i|y) (r.p) (ɛ|i|y) (l|lː) (a|ɯ) (l)$,eine Interpellation an die Regierung richten
Hungarian-15605-zielen-3,^(i|ɯ|ɛ) (n.t) (ɛ|eː) (z|v) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,zielen
Hungarian-15606-benennen-3,^(i|ɯ|ɛ) (n.t) (ɛ|eː) (z|v) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,benennen
Hungarian-15607-erledigen-3,^(i|ɯ|ɛ) (n.t) (ɛ|eː) (z|v) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,erledigen
Hungarian-15608-verwalten-3,^(i|ɯ|ɛ) (n.t) (ɛ|eː) (z|v) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,verwalten
Hungarian-15609-schatzen-2,^(i|ɯ|ɛ) (n.t) (ɛ|eː) (z|v) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,schätzen
Hungarian-15610-erwahnen-5,^(i|ɯ|ɛ) (n.t) (ɛ|eː) (z|v) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,erwähnen
Hungarian-15611-Ziel-2,^(i|ɯ|ɛ) (n.t) (ɛ|eː) (z|v) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Ziel
Hungarian-15612-Vorhaben-2,^(i|ɯ|ɛ) (n.t) (ɛ|eː) (z|v) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Vorhaben
Hungarian-15613-bestimmen-3,^(i|ɯ|ɛ) (n.t) (ɛ|eː) (z|v) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,bestimmen
Hungarian-15614-haltenfuretw-1,^(i|ɯ|ɛ) (n.t) (ɛ|eː) (z|v) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,halten für etw
Hungarian-15615-anjmdnrichten-1,^(i|ɯ|ɛ) (n.t) (ɛ|eː) (z|v) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,an jmdn richten
Hungarian-15616-verrichten-1,^(i|ɯ|ɛ) (n.t) (ɛ|eː) (z|v) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,verrichten
Hungarian-15617-Institut-1,^(i|ɯ|ɛ) (n.t) (ɛ|eː) (z|v) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Institut
Hungarian-15618-Erblasser-1,^(i|ɯ|ɛ) (n.t) (ɛ|eː) (z|v) ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m)?$,Erblasser
Hungarian-15619-intim-3,wrong year,intim
Hungarian-15620-intrigieren-3,wrong year,intrigieren
Hungarian-15621-verwickeln-2,wrong year,verwickeln
Hungarian-15622-Invalide-1,wrong year,Invalide
Hungarian-15623-invalid-1,wrong year,invalid
Hungarian-15624-auffordern-3,wrong year,auffordern
Hungarian-15625-einladen-2,wrong year,einladen
Hungarian-15626-Beleidigung-1,wrong year,Beleidigung
Hungarian-15627-Mihandlung-1,wrong year,Mißhandlung
Hungarian-15628-AnfalleinerKrankheit-1,wrong year,Anfall einer Krankheit
Hungarian-15629-technischgebildeterFachmann-1,wrong year,technisch gebildeter Fachmann
Hungarian-15630-Ingenieur-1,wrong year,Ingenieur
Hungarian-15631-Rachen-3,"#iː, ɲ# not old",Rachen
Hungarian-15632-Geschmack-3,"#iː, ɲ# not old",Geschmack
Hungarian-15633-Gaumen-2,"#iː, ɲ# not old",Gaumen
Hungarian-15634-Zahnfleisch-1,"#iː, ɲ# not old",Zahnfleisch
Hungarian-15635-Schwiegervater-3,^(i|ɯ|ɛ) ?(p)? ?(ɛ r|a n|γ|ɯ|u|ɛ n|u z|m|o|i ʃ|y|i|i l|i r|ʃ|ɛ γ)?$,Schwiegervater
Hungarian-15636-nachgeben-2,wrong year,nachgeben
Hungarian-15637-verheimverheimlichen-1,wrong year,verheimverheimlichen
Hungarian-15638-bemanteln-1,wrong year,bemänteln
Hungarian-15639-willfahrigsein-1,wrong year,willfährig sein
Hungarian-15640-eilen-3,wrong year,eilen
Hungarian-15641-streben-4,wrong year,streben
Hungarian-15642-sichbemuhen-1,wrong year,sich bemühen
Hungarian-15643-eifrigsein-1,wrong year,eifrig sein
Hungarian-15644-eifrigschaffen-1,wrong year,eifrig schaffen
Hungarian-15645-ArtVersteckspiel-1,wrong year,Art Versteckspiel
Hungarian-15646-RufbeidiesemSpiel-1,wrong year,Ruf bei diesem Spiel
Hungarian-15647-Quidam-1,wrong year,Quidam
Hungarian-15648-Buchstabey-1,wrong year,Buchstabe y
Hungarian-15649-yformig-1,wrong year,yförmig
Hungarian-15650-AnhangerderphonetischenSchreibweise-1,wrong year,Anhänger der phonetischen Schreibweise
Hungarian-15651-Dokument-2,#iː not old,Dokument
Hungarian-15652-malen-2,#iː not old,malen
Hungarian-15653-schreiben-1,#iː not old,schreiben
Hungarian-15654-Schreiber-1,#iː not old,Schreiber
Hungarian-15655-Schriftsteller-1,#iː not old,Schriftsteller
Hungarian-15656-Aufschrift-1,#iː not old,Aufschrift
Hungarian-15657-bestickt-1,#iː not old,bestickt
Hungarian-15658-WurzelvonverschHeilkrautern-1,#iː not old,Wurzel von versch Heilkräutern
Hungarian-15659-SalbeodFlussigkeitvonheilender-1,#iː not old,Salbe od Flüssigkeit von heilender
Hungarian-15660-seltenervonbehexenderWirkungalsauerlichgebrauchteArznei-1,#iː not old,seltener von behexender Wirkung als äußerlich gebrauchte Arznei
Hungarian-15661-Wundverband-1,#iː not old,Wundverband
Hungarian-15662-pflaster-1,#iː not old,pflaster
Hungarian-15663-aufdenkrankenKorperteilgelegtesHeilmittel-1,#iː not old,auf den kranken Körperteil gelegtes Heilmittel
Hungarian-15664-SchliefimBackwerk-1,#iː not old,Schlief im Backwerk
Hungarian-15665-Ire-1,wrong year,Ire
Hungarian-15666-irisch-1,wrong year,irisch
Hungarian-15667-rennen-2,^(i|ɯ|ɛ) (r|r.ɡ|v.r) (a) (m) (i|ɯ|ї.γ) ?(k)? ?(ɛ r)?$,rennen
Hungarian-15668-Schlittschuhlaufen-1,^(i|ɯ|ɛ) (r|r.ɡ|v.r) (a) (m) (i|ɯ|ї.γ) ?(k)? ?(ɛ r)?$,Schlittschuh laufen
Hungarian-15669-Rentier-1,wrong year,Rentier
Hungarian-15670-gegen-5,n.t# not old,gegen
Hungarian-15671-jmdmgegenuber-2,n.t# not old,jmdm gegenüber
Hungarian-15672-aufirgendeineWeise-1,n.t# not old,auf irgendeine Weise
Hungarian-15673-inRichtungvon-1,n.t# not old,in Richtung von
Hungarian-15674-nach-1,n.t# not old,nach
Hungarian-15675-hinsichtlichodbezuglicheinerSache-1,n.t# not old,hinsichtlich od bezüglich einer Sache
Hungarian-15676-gegenuberauchabstr-1,n.t# not old,gegenüber auch abstr
Hungarian-15677-meinen-7,ɲ# not old,meinen
Hungarian-15678-zielen-4,ɲ# not old,zielen
Hungarian-15679-Meinung-3,ɲ# not old,Meinung
Hungarian-15680-richten-4,ɲ# not old,richten
Hungarian-15681-richten-5,ɲ# not old,richten
Hungarian-15682-Verbindung-2,ɲ# not old,Verbindung
Hungarian-15683-Ziel-3,ɲ# not old,Ziel
Hungarian-15684-Richtung-2,ɲ# not old,Richtung
Hungarian-15685-Proportion-1,ɲ# not old,Proportion
Hungarian-15686-Proportion-2,ɲ# not old,Proportion
Hungarian-15687-Verhaltnis-1,ɲ# not old,Verhältnis
Hungarian-15688-Beziehung-1,ɲ# not old,Beziehung
Hungarian-15689-Tendenz-1,ɲ# not old,Tendenz
Hungarian-15690-rangig-1,ɲ# not old,rangig
Hungarian-15691-stufig-1,ɲ# not old,stufig
Hungarian-15692-gestellt-1,ɲ# not old,gestellt
Hungarian-15693-Richtungauchabstr-1,ɲ# not old,Richtung auch abstr
Hungarian-15694-mitEinschnittenversehenFisch-1,wrong year,mit Einschnitten versehen Fisch
Hungarian-15695-Speckschwarteusw-1,wrong year,Speckschwarte usw
Hungarian-15696-anreienHolz-1,wrong year,anreißen Holz
Hungarian-15697-abkornen-1,wrong year,abkörnen
Hungarian-15698-sehr-10,wrong year,sehr
Hungarian-15699-ungeschlacht-2,wrong year,ungeschlacht
Hungarian-15700-ungeheuer-2,wrong year,ungeheuer
Hungarian-15701-enorm-1,wrong year,enorm
Hungarian-15702-alaungaresLeder-1,r.h not old,alaungares Leder
Hungarian-15703-Samischleder-1,r.h not old,Sämischleder
Hungarian-15704-Reithose-1,r.h not old,Reithose
Hungarian-15705-FelleinesPelztieres-1,r.h not old,Fell eines Pelztieres
Hungarian-15706-LederhautBiol-1,r.h not old,Lederhaut Biol
Hungarian-15707-ArtLammfell-1,r.h not old,Art Lammfell
Hungarian-15708-darausverfertigterPelzmantel-1,r.h not old,daraus verfertigter Pelzmantel
Hungarian-15709-neidisch-2,^(i|ɯ|ɛ) (r|r.ɡ|v.r|u) (i|ɯ|ї.γ) (d) ?(ɛ r|a n)?$,neidisch
Hungarian-15710-neidisch-3,^(i|ɯ|ɛ) (r|r.ɡ|v.r|u) (i|ɯ|ї.γ) (d) ?(ɛ r|a n)?$,neidisch
Hungarian-15711-Schlittschuhlaufen-2,wrong year,Schlittschuh laufen
Hungarian-15712-schlittern-1,wrong year,schlittern
Hungarian-15713-Regenbogen-2,wrong year,Regenbogen
Hungarian-15714-Schwertlilie-1,wrong year,Schwertlilie
Hungarian-15715-Regenbogenhaut-1,wrong year,Regenbogenhaut
Hungarian-15716-Kladde-1,wrong year,Kladde
Hungarian-15717-Schreibheft-1,wrong year,Schreibheft
Hungarian-15718-kritzeln-2,wrong year,kritzeln
Hungarian-15719-letztesodeinzigesExemplar-1,wrong year,letztes od einziges Exemplar
Hungarian-15720-letzterSpro-1,wrong year,letzter Sproß
Hungarian-15721-LieblingskindineinerFamilie-1,wrong year,Lieblingskind in einer Familie
Hungarian-15722-Buttermilch-1,"#iː, oː# not old",Buttermilch
Hungarian-15723-Schrifttum-1,wrong year,Schrifttum
Hungarian-15724-Literatur-1,wrong year,Literatur
Hungarian-15725-literarischesLeben-1,wrong year,literarisches Leben
Hungarian-15726-Bibliographie-1,wrong year,Bibliographie
Hungarian-15727-bunt-2,wrong year,bunt
Hungarian-15728-derb-4,wrong year,derb
Hungarian-15729-Katze-2,wrong year,Katze
Hungarian-15730-ungeschlacht-3,wrong year,ungeschlacht
Hungarian-15731-getupfelt-1,wrong year,getüpfelt
Hungarian-15732-gesprenkeltGeflugelgestreift-1,wrong year,gesprenkelt Geflügel gestreift
Hungarian-15733-getigert-1,wrong year,getigert
Hungarian-15734-Ironie-2,wrong year,Ironie
Hungarian-15735-ironisch-1,wrong year,ironisch
Hungarian-15736-Irredenta-1,wrong year,Irredenta
Hungarian-15737-irredentistisch-1,wrong year,irredentistisch
Hungarian-15738-Irredentismus-1,wrong year,Irredentismus
